Channel,LocID Root,Baseline,Band,Inst. Code,Orien. Code,sps,LocID,Chan Code,locID.CHA
874,MAGZ,20,Transmitted processed data,V,F,R,0.25,21,VFR,21.VFR
875,MAGZ,20,Transmitted processed data,V,F,R,0.2,22,VFR,22.VFR
876,MAGZ,20,Transmitted processed data,V,F,R,0.1,23,VFR,23.VFR
877,MAGZ,20,Transmitted processed data,U,F,R,0.05,20,UFR,20.UFR
878,MAGZ,20,Transmitted processed data,U,F,R,0.025,21,UFR,21.UFR
879,MAGZ,20,Transmitted processed data,U,F,R,0.02,22,UFR,22.UFR
880,MAGZ,20,Transmitted processed data,U,F,R,0.01,23,UFR,23.UFR
881,MAGZ,20,Transmitted processed data,R,F,R,0.005,20,RFR,20.RFR
882,MAGZ,20,Transmitted processed data,R,F,R,0.001,21,RFR,21.RFR
883,MAGZ,20,Transmitted processed data,R,F,R,1/1800,22,RFR,22.RFR
884,MAGZ,20,Transmitted processed data,R,F,R,1/3600,23,RFR,23.RFR
885,ESTAP1,50,Transmitted processed data,L,D,O,1,50,LDO,50.LDO
886,ESTAP1,50,Transmitted processed data,V,D,O,0.5,50,VDO,50.VDO
887,ESTAP1,50,Transmitted processed data,V,D,O,0.25,51,VDO,51.VDO
888,ESTAP1,50,Transmitted processed data,V,D,O,0.2,52,VDO,52.VDO
889,ESTAP1,50,Transmitted processed data,V,D,O,0.1,53,VDO,53.VDO
890,ESTAP1,50,Transmitted processed data,U,D,O,0.05,50,UDO,50.UDO
891,ESTAP1,50,Transmitted processed data,U,D,O,0.025,51,UDO,51.UDO
892,ESTAP1,50,Transmitted processed data,U,D,O,0.02,52,UDO,52.UDO
893,ESTAP1,50,Transmitted processed data,U,D,O,0.01,53,UDO,53.UDO
894,ESTAP1,50,Transmitted processed data,R,D,O,0.005,50,RDO,50.RDO
895,ESTAP1,50,Transmitted processed data,R,D,O,0.001,51,RDO,51.RDO
896,ESTAP1,50,Transmitted processed data,R,D,O,1/1800,52,RDO,52.RDO
897,ESTAP1,50,Transmitted processed data,R,D,O,1/3600,53,RDO,53.RDO
898,ESTAP2,60,Transmitted processed data,L,D,O,1,60,LDO,60.LDO
899,ESTAP2,60,Transmitted processed data,V,D,O,0.5,60,VDO,60.VDO
900,ESTAP2,60,Transmitted processed data,V,D,O,0.25,61,VDO,61.VDO
901,ESTAP2,60,Transmitted processed data,V,D,O,0.2,62,VDO,62.VDO
902,ESTAP2,60,Transmitted processed data,V,D,O,0.1,63,VDO,63.VDO
903,ESTAP2,60,Transmitted processed data,U,D,O,0.05,60,UDO,60.UDO
904,ESTAP2,60,Transmitted processed data,U,D,O,0.025,61,UDO,61.UDO
905,ESTAP2,60,Transmitted processed data,U,D,O,0.02,62,UDO,62.UDO
906,ESTAP2,60,Transmitted processed data,U,D,O,0.01,63,UDO,63.UDO
907,ESTAP2,60,Transmitted processed data,R,D,O,0.005,60,RDO,60.RDO
908,ESTAP2,60,Transmitted processed data,R,D,O,0.001,61,RDO,61.RDO
909,ESTAP2,60,Transmitted processed data,R,D,O,1/1800,62,RDO,62.RDO
910,ESTAP2,60,Transmitted processed data,R,D,O,1/3600,63,RDO,63.RDO
911,MAXP1,70,Transmitted processed data,L,Y,O,1,70,LYO,70.LYO
912,MAXP1,70,Transmitted processed data,V,Y,O,0.5,70,VYO,70.VYO
913,MAXP1,70,Transmitted processed data,V,Y,O,0.25,71,VYO,71.VYO
914,MAXP1,70,Transmitted processed data,V,Y,O,0.2,72,VYO,72.VYO
915,MAXP1,70,Transmitted processed data,V,Y,O,0.1,73,VYO,73.VYO
916,MAXP1,70,Transmitted processed data,U,Y,O,0.05,70,UYO,70.UYO
917,MAXP1,70,Transmitted processed data,U,Y,O,0.025,71,UYO,71.UYO
918,MAXP1,70,Transmitted processed data,U,Y,O,0.02,72,UYO,72.UYO
919,MAXP1,70,Transmitted processed data,U,Y,O,0.01,73,UYO,73.UYO
920,MAXP1,70,Transmitted processed data,R,Y,O,0.005,70,RYO,70.RYO
921,MAXP1,70,Transmitted processed data,R,Y,O,0.001,71,RYO,71.RYO
922,MAXP1,70,Transmitted processed data,R,Y,O,1/1800,72,RYO,72.RYO
923,MAXP1,70,Transmitted processed data,R,Y,O,1/3600,73,RYO,73.RYO
924,MAXP2,80,Transmitted processed data,L,Y,O,1,80,LYO,80.LYO
925,MAXP2,80,Transmitted processed data,V,Y,O,0.5,80,VYO,80.VYO
926,MAXP2,80,Transmitted processed data,V,Y,O,0.25,81,VYO,81.VYO
927,MAXP2,80,Transmitted processed data,V,Y,O,0.2,82,VYO,82.VYO
928,MAXP2,80,Transmitted processed data,V,Y,O,0.1,83,VYO,83.VYO
929,MAXP2,80,Transmitted processed data,U,Y,O,0.05,80,UYO,80.UYO
930,MAXP2,80,Transmitted processed data,U,Y,O,0.025,81,UYO,81.UYO
931,MAXP2,80,Transmitted processed data,U,Y,O,0.02,82,UYO,82.UYO
932,MAXP2,80,Transmitted processed data,U,Y,O,0.01,83,UYO,83.UYO
933,MAXP2,80,Transmitted processed data,R,Y,O,0.005,80,RYO,80.RYO
934,MAXP2,80,Transmitted processed data,R,Y,O,0.001,81,RYO,81.RYO
935,MAXP2,80,Transmitted processed data,R,Y,O,1/1800,82,RYO,82.RYO
936,MAXP2,80,Transmitted processed data,R,Y,O,1/3600,83,RYO,83.RYO
937,ESTAM,30,Transmitted processed data,L,F,A,1,30,LFA,30.LFA
938,ESTAM,30,Transmitted processed data,V,F,A,0.5,30,VFA,30.VFA
939,ESTAM,30,Transmitted processed data,V,F,A,0.25,31,VFA,31.VFA
940,ESTAM,30,Transmitted processed data,V,F,A,0.2,32,VFA,32.VFA
941,ESTAM,30,Transmitted processed data,V,F,A,0.1,33,VFA,33.VFA
942,ESTAM,30,Transmitted processed data,U,F,A,0.05,30,UFA,30.UFA
943,ESTAM,30,Transmitted processed data,U,F,A,0.025,31,UFA,31.UFA
944,ESTAM,30,Transmitted processed data,U,F,A,0.02,32,UFA,32.UFA
945,ESTAM,30,Transmitted processed data,U,F,A,0.01,33,UFA,33.UFA
946,ESTAM,30,Transmitted processed data,R,F,A,0.005,30,RFA,30.RFA
947,ESTAM,30,Transmitted processed data,R,F,A,0.001,31,RFA,31.RFA
948,ESTAM,30,Transmitted processed data,R,F,A,1/1800,32,RFA,32.RFA
949,ESTAM,30,Transmitted processed data,R,F,A,1/3600,33,RFA,33.RFA
950,MAXM,40,Transmitted processed data,L,Y,A,1,40,LYA,40.LYA
951,MAXM,40,Transmitted processed data,V,Y,A,0.5,40,VYA,40.VYA
952,MAXM,40,Transmitted processed data,V,Y,A,0.25,41,VYA,41.VYA
953,MAXM,40,Transmitted processed data,V,Y,A,0.2,42,VYA,42.VYA
954,MAXM,40,Transmitted processed data,V,Y,A,0.1,43,VYA,43.VYA
955,MAXM,40,Transmitted processed data,U,Y,A,0.05,40,UYA,40.UYA
956,MAXM,40,Transmitted processed data,U,Y,A,0.025,41,UYA,41.UYA
957,MAXM,40,Transmitted processed data,U,Y,A,0.02,42,UYA,42.UYA
958,MAXM,40,Transmitted processed data,U,Y,A,0.01,43,UYA,43.UYA
959,MAXM,40,Transmitted processed data,R,Y,A,0.005,40,RYA,40.RYA
960,MAXM,40,Transmitted processed data,R,Y,A,0.001,41,RYA,41.RYA
961,MAXM,40,Transmitted processed data,R,Y,A,1/1800,42,RYA,42.RYA
962,MAXM,40,Transmitted processed data,R,Y,A,1/3600,43,RYA,43.RYA
964,E-0771 SABC_1_SAPS_CURRENT,80,Engineering format,V,E,A,0.25,80,VEA,80.VEA
965,E-0771 SABC_1_SAPS_CURRENT,80,Engineering format,U,E,A,1/30,80,UEA,80.UEA
966,E-0791 SABC_2_SAPS_CURRENT,81,Engineering format,V,E,A,0.25,81,VEA,81.VEA
967,E-0791 SABC_2_SAPS_CURRENT,81,Engineering format,U,E,A,1/30,81,UEA,81.UEA
968,E-0772 AAC_PDDU_OFC_08_CHAN_12,82,Engineering format,V,E,A,0.25,82,VEA,82.VEA
969,E-0772 AAC_PDDU_OFC_08_CHAN_12,82,Engineering format,U,E,A,1/30,82,UEA,82.UEA
970,E-0792  AAC_PDDU_OFC_09_CHAN_12,83,Engineering format,V,E,A,0.25,83,VEA,83.VEA
971,E-0792  AAC_PDDU_OFC_09_CHAN_12,83,Engineering format,U,E,A,1/30,83,UEA,83.UEA
